7;24;7;1
7;25;7;1
7;26;7;1
7;27;7;1
8;0;-1;12
8;1;-1;12
8;2;F;12
8;3;8;1
8;4;F;12
8;5;F;12
8;6;F;12
8;7;F;12
8;8;F;12
8;9;F;12
8;10;F;12
8;11;F;12
8;12;F;12
8;13;F;12
8;14;F;12
8;15;F;12
8;16;F;12
8;17;F;12
8;18;F;12
8;19;F;12
8;20;F;12
8;21;F;12
8;22;F;12
8;23;F;12
8;24;F;12
8;25;F;12
8;26;F;12
8;27;F;12
9;0;-1;5
9;1;-1;5
9;2;F;5
9;3;F;5
9;4;9;1
9;5;9;1
9;6;F;5
9;7;F;5
9;8;9;1
9;9;F;5
9;10;F;5
9;11;F;5
9;12;F;5
9;13;F;5
9;14;F;5
9;15;F;5
9;16;F;5
9;17;F;5
9;18;F;5
9;19;F;5
9;20;F;5
9;21;F;5
9;22;F;5
9;23;F;5
9;24;F;5
9;25;F;5
9;26;F;5
9;27;F;5
10;0;-1;null
10;1;-1;null
10;2;'-1';null
10;3;'-1';null
10;4;'-1';null
10;5;'-1';null
10;6;'-1';null
10;7;'-1';null
10;8;'-1';null
10;9;'-1';null
10;10;11;null
10;11;'-1';null
10;12;'-1';null
10;13;'-1';null
10;14;'-1';null
10;15;'-1';null
10;16;'-1';null
10;17;'-1';null
10;18;'-1';null
10;19;'-1';null
10;20;'-1';null
10;21;'-1';null
10;22;'-1';null
10;23;'-1';null
10;24;'-1';null
10;25;'-1';null
10;26;-1;null
10;27;-1;null
11;0;-1;null
11;1;-1;null
11;2;11;null
11;3;11;null
11;4;11;null
11;5;11;null
11;6;11;null
11;7;11;null
11;8;11;null
11;9;11;null
11;10;12;null
11;11;11;null
11;12;11;null
11;13;11;null
11;14;11;null
11;15;11;null
11;16;11;null
11;17;11;null
11;18;11;null
11;19;11;null
11;20;11;null
11;21;11;null
11;22;11;null
11;23;11;null
11;24;11;null
11;25;11;null
11;26;11;null
11;27;11;null
12;0;-1;null
12;1;-1;null
12;2;11;null
12;3;11;null
12;4;11;null
12;5;11;null
12;6;11;null
12;7;11;null
12;8;11;null
12;9;11;null
12;10;0;10
12;11;11;null
12;12;11;null
12;13;11;null
12;14;11;null
12;15;11;null
12;16;11;null
12;17;11;null
12;18;11;null
12;19;11;null
12;20;11;null
12;21;11;null
12;22;11;null
12;23;11;null
12;24;11;null
12;25;11;null
12;26;11;null
12;27;11;null
13;0;-1;6
13;1;-1;6
13;2;F;6
13;3;F;6
13;4;F;6
13;5;F;6
13;6;F;6
13;7;F;6
13;8;F;6
13;9;F;6
13;10;F;6
13;11;F;6
13;12;F;6
13;13;F;6
13;14;F;6
13;15;F;6
13;16;F;6
13;17;F;6
13;18;F;6
13;19;F;6
13;20;F;6
13;21;F;6
13;22;F;6
13;23;F;6
13;24;F;6
13;25;F;6
13;26;F;6
13;27;F;6
14;0;-1;8
14;1;-1;8
14;2;F;8
14;3;F;8
14;4;F;8
14;5;F;8
14;6;F;8
14;7;F;8
14;8;F;8
14;9;F;8
14;10;F;8
14;11;F;8
14;12;F;8
14;13;F;8
14;14;F;8
14;15;F;8
14;16;F;8
14;17;F;8
14;18;F;8
14;19;F;8
14;20;F;8
14;21;F;8
14;22;F;8
14;23;F;8
14;24;F;8
14;25;F;8
14;26;F;8
14;27;F;8
15;0;-1;null
15;1;-1;null
15;2;-1;null
15;3;-1;null
15;4;-1;null
15;5;-1;null
15;6;-1;null
15;7;-1;null
15;8;-1;null
15;9;-1;null
15;10;-1;null
15;11;-1;null
15;12;-1;null
15;13;-1;null
15;14;-1;null
15;15;F;11
15;16;-1;null
15;17;-1;null
15;18;-1;null
15;19;-1;null
15;20;-1;null
15;21;-1;null
15;22;-1;null
15;23;-1;null
15;24;-1;null
15;25;-1;null
15;26;-1;null
15;27;-1;null
16;0;-1;11
16;1;-1;11
16;2;F;11
16;3;F;11
16;4;F;11
16;5;F;11
16;6;F;11
16;7;F;11
16;8;F;11
16;9;F;11
16;10;F;11
16;11;F;11
16;12;F;11
16;13;F;11
16;14;F;11
16;15;F;8
16;16;F;11
16;17;F;11
16;18;F;11
16;19;F;8
16;20;F;11
16;21;F;11
16;22;F;11
16;23;F;11
16;24;F;11
16;25;F;11
16;26;F;11
16;27;F;11
