0;0;-1;null
0;1;-1;null
0;2;-1;null
0;3;8;1
0;4;9;1
0;5;1;1
0;6;-1;1
0;7;-1;1
0;8;-1;null
0;9;7;1
0;10;10;null
0;11;F;6
0;12;13;1
0;13;F;6
0;14;F;6
0;15;16;1
0;16;15;1
0;17;14;1
0;18;14;1
0;19;-1;null
0;20;F;6
0;21;F;6
0;22;F;6
0;23;F;6
0;24;F;6
0;25;F;6
0;26;F;6
0;27;2;1
1;0;-1;null
1;1;-1;null
1;2;-1;null
1;3;-1;null
1;4;-1;null
1;5;1;1
1;6;F;3
1;7;-1;null
1;8;-1;null
1;9;-1;null
1;10;-1;null
1;11;-1;null
1;12;-1;null
1;13;-1;null
1;14;-1;null
1;15;-1;null
1;16;-1;null
1;17;-1;null
1;18;-1;null
1;19;-1;null
1;20;-1;null
1;21;-1;null
1;22;-1;null
1;23;-1;null
1;24;-1;null
1;25;-1;null
1;26;-1;null
1;27;3;1
2;0;-1;null
2;1;-1;null
2;2;-1;null
2;3;-1;null
2;4;-1;null
2;5;3;1
2;6;-1;null
2;7;-1;null
2;8;-1;null
2;9;-1;null
2;10;-1;null
2;11;-1;null
2;12;-1;null
2;13;-1;null
2;14;-1;null
2;15;-1;null
2;16;-1;null
2;17;-1;null
2;18;-1;null
2;19;-1;null
2;20;-1;null
2;21;-1;null
2;22;-1;null
2;23;-1;null
2;24;-1;null
2;25;-1;null
2;26;-1;null
2;27;-1;null
3;0;-1;4
3;1;-1;4
3;2;F;4
3;3;F;4
3;4;F;4
3;5;3;1
3;6;F;4
3;7;4;1
3;8;F;4
3;9;F;4
3;10;F;4
3;11;F;4
3;12;F;4
3;13;F;4
3;14;F;4
3;15;F;4
3;16;F;4
3;17;F;4
3;18;F;4
3;19;F;4
3;20;F;4
3;21;F;4
3;22;F;4
3;23;F;4
3;24;F;4
3;25;F;4
3;26;F;4
3;27;F;4
4;0;-1;null
4;1;-1;null
4;2;-1;null
4;3;-1;null
4;4;-1;null
4;5;-1;null
4;6;-1;null
4;7;-1;null
4;8;-1;null
4;9;-1;null
4;10;-1;null
4;11;5;1
4;12;5;1
4;13;-1;null
4;14;-1;null
4;15;-1;null
4;16;-1;null
4;17;-1;null
4;18;-1;null
4;19;-1;null
4;20;-1;null
4;21;-1;null
4;22;-1;null
4;23;-1;null
4;24;-1;null
4;25;-1;null
4;26;-1;null
4;27;-1;null
5;0;-1;null
5;1;-1;null
5;2;-1;null
5;3;-1;null
5;4;-1;null
5;5;6;1
5;6;-1;null
5;7;-1;null
5;8;-1;null
5;9;-1;null
5;10;-1;null
5;11;-1;null
5;12;-1;null
5;13;-1;null
5;14;-1;null
5;15;-1;null
5;16;-1;null
5;17;-1;null
5;18;-1;null
5;19;-1;null
5;20;-1;null
5;21;-1;null
5;22;-1;null
5;23;-1;null
5;24;-1;null
5;25;-1;null
5;26;-1;null
5;27;-1;null
6;0;-1;4
6;1;-1;4
6;2;F;4
6;3;F;4
6;4;F;4
6;5;6;1
6;6;F;4
6;7;F;4
6;8;F;4
6;9;F;4
6;10;F;4
6;11;F;4
6;12;F;4
6;13;F;4
6;14;F;4
6;15;F;4
6;16;F;4
6;17;F;4
6;18;F;4
6;19;F;4
6;20;F;4
6;21;F;4
6;22;F;4
6;23;F;4
6;24;F;4
6;25;F;4
6;26;F;4
6;27;F;4
7;0;-1;1
7;1;-1;1
7;2;-1;null
7;3;7;1
7;4;7;1
7;5;7;1
7;6;7;1
7;7;7;1
7;8;7;1
7;9;F;7
7;10;7;1
7;11;7;1
7;12;7;1
7;13;7;1
7;14;7;1
7;15;7;1
7;16;7;1
7;17;7;1
7;18;7;1
7;19;7;1
7;20;7;1
7;21;7;1
7;22;7;1
7;23;7;1
